x1             y1             x2             y2             v1x            v1y            v2x            v2y            v3x            v3y            v4x            v4y            v5x            v5y            v6x            v6y            p2x            p2y            
3.11969        -6.26638       10.8963        -13.8338       2.28113        1.94844        -2.28113       -1.94844       5.51264        -11.073        15.7296        -9.18205       11.7177        -20.4915       6.06299        -18.4856       10.0749        -7.17609       
2.95129        -6.34743       10.8928        -14.0738       2.33234        1.88685        -2.33234       -1.88685       5.21506        -11.2162       15.59          -9.28455       11.9059        -20.705        6.19564        -18.863        9.87974        -7.4425        
2.74707        -6.43845       10.8736        -14.3475       2.39141        1.8114         -2.39141       -1.8114        4.8542         -11.377        15.4062        -9.40224       12.1102        -20.9407       6.34098        -19.2927       9.63701        -7.75422       
2.50472        -6.53654       10.8352        -14.6483       2.45738        1.72083        -2.45738       -1.72083       4.42595        -11.5504       15.1702        -9.52893       12.3297        -21.1879       6.50025        -19.7677       9.34071        -8.1087        
2.22188        -6.63802       10.7729        -14.9674       2.52897        1.61378        -2.52897       -1.61378       3.92616        -11.7297       14.8719        -9.65722       12.5617        -21.4327       6.67389        -20.2776       8.9841         -8.50211       
1.8967         -6.73814       10.6801        -15.2931       2.6044         1.48899        -2.6044        -1.48899       3.35156        -11.9066       14.4999        -9.7786        12.7999        -21.6576       6.86039        -20.8076       8.56036        -8.92861       
1.52882        -6.83101       10.5486        -15.6105       2.68125        1.34569        -2.68125       -1.34569       2.7015         -12.0707       14.0427        -9.88413       13.0331        -21.8416       7.05441        -21.3368       8.06401        -9.37933       
1.12095        -6.90966       10.3682        -15.9022       2.75635        1.18428        -2.75635       -1.18428       1.98077        -12.2097       13.4922        -9.9658        13.2428        -21.9632       7.24414        -21.8385       7.49348        -9.84113       
0.680703       -6.96682       10.1287        -16.1513       2.82588        1.00718        -2.82588       -1.00718       1.20283        -12.3107       12.8482        -10.019        13.4028        -22.0062       7.40924        -22.2835       6.85459        -10.2963       
0.221081       -6.99651       9.82311        -16.3463       2.886          0.819164       -2.886         -0.819164      0.39066        -12.3631       12.124         -10.045        13.4836        -21.9678       7.5222         -22.6476       6.16265        -10.7248       
-0.241986      -6.99582       9.45062        -16.4861       2.93384        0.62656        -2.93384       -0.62656       -0.4276        -12.3619       11.3462        -10.0513       13.4612        -21.8634       7.55509        -22.9209       5.44008        -11.1088       
-0.694118      -6.9655        9.01745        -16.58         2.96823        0.435424       -2.96823       -0.435424      -1.22654       -12.3084       10.5469        -10.0485       13.325         -21.7225       7.48797        -23.1115       4.70993        -11.4375       
-1.12554       -6.90892       8.53406        -16.643        2.98955        0.250167       -2.98955       -0.250167      -1.98888       -12.2084       9.7557         -10.0469       13.0779        -21.5779       7.31243        -23.239        3.99022        -11.708        
-1.53116       -6.83049       8.01175        -16.6906       2.9991         0.073367       -2.9991        -0.073367      -2.70563       -12.0698       8.99427        -10.0547       12.7309        -21.4581       7.02923        -23.3264       3.29257        -11.923        
-1.90901       -6.73466       7.46053        -16.736        2.99854        -0.0936936     -2.99854       0.0936936      -3.37331       -11.9005       8.27702        -10.0777       12.2973        -21.3842       6.64404        -23.3944       2.62376        -12.0878       
-2.25868       -6.62558       6.88843        -16.7894       2.98953        -0.250414      -2.98953       0.250414       -3.99119       -11.7077       7.61281        -10.1204       11.789         -21.3703       6.16405        -23.4584       1.98787        -12.2085       
-2.58029       -6.50708       6.30152        -16.8581       2.97369        -0.39645       -2.97369       0.39645        -4.55949       -11.4983       7.00683        -10.187        11.2152        -21.4249       5.59621        -23.5291       1.38789        -12.2912       
-2.87399       -6.38281       5.70421        -16.947        2.95255        -0.531479      -2.95255       0.531479       -5.07846       -11.2787       6.46194        -10.2817       10.5818        -21.5523       4.94649        -23.6123       0.82663        -12.3417       
-3.13969       -6.25639       5.09957        -17.0595       2.9276         -0.655092      -2.9276        0.655092       -5.54797       -11.0553       5.97936        -10.4092       9.8919         -21.7535       4.21977        -23.7098       0.307236       -12.3655       
-3.37702       -6.13154       4.48954        -17.1973       2.90036        -0.766745      -2.90036       0.766745       -5.96734       -10.8347       5.55912        -10.5749       9.14571        -22.0264       3.41997        -23.8197       -0.16662       -12.3682       
-3.5853        -6.01212       3.87522        -17.3608       2.87236        -0.865757      -2.87236       0.865757       -6.33539       -10.6237       5.20015        -10.7847       8.34111        -22.3664       2.55029        -23.9368       -0.590666      -12.3552       
-3.76356       -5.90217       3.25698        -17.549        2.84518        -0.951301      -2.84518       0.951301       -6.65038       -10.4294       4.90036        -11.0452       7.47398        -22.766        1.6136         -24.0528       -0.960028      -12.332        
-3.91052       -5.80585       2.63464        -17.7593       2.8204         -1.02241       -2.8204        1.02241        -6.91006       -10.2592       4.65649        -11.363        6.53854        -23.2145       0.612795       -24.1555       -1.26925       -12.304        
-4.02458       -5.72737       2.0077         -17.987        2.79963        -1.078         -2.79963       1.078          -7.11161       -10.1205       4.46403        -11.7447       5.52775        -23.6974       -0.44863       -24.2293       -1.51235       -12.2765       
-4.10383       -5.67086       1.37548        -18.2247       2.78437        -1.11682       -2.78437       1.11682        -7.25165       -10.0207       4.31681        -12.1958       4.43386        -24.1952       -1.56585       -24.2537       -1.68291       -12.2543       
-4.14605       -5.64006       0.737516       -18.4616       2.77595        -1.13758       -2.77595       1.13758        -7.32626       -9.96624       4.20653        -12.72         3.24939        -24.6817       -2.7315        -24.2032       -1.77435       -12.2414       
-4.14905       -5.63785       0.094072       -18.6813       2.77535        -1.13905       -2.77535       1.13905        -7.33156       -9.96234       4.12179        -13.3168       1.96901        -25.1222       -3.93365       -24.0458       -1.78087       -12.2404       
-4.11146       -5.66533       -0.552954      -18.8615       2.78286        -1.12057       -2.78286       1.12057        -7.26513       -10.0109       4.04679        -13.9787       0.593494       -25.471        -5.1527        -23.7444       -1.6994        -12.252        
-4.03457       -5.72033       -1.1987        -18.9737       2.79774        -1.08288       -2.79774       1.08288        -7.12927       -10.1081       3.96011        -14.6857       -0.863613      -25.6735       -6.35751       -23.2617       -1.53379       -12.2739       
-3.92514       -5.79597       -1.83416       -18.9877       2.81782        -1.02952       -2.81782       1.02952        -6.93589       -10.2417       3.83572        -15.4027       -2.36806       -25.6746       -7.50404       -22.5727       -1.30026       -12.3008       
-3.79683       -5.88082       -2.44684       -18.8832       2.83976        -0.967354      -2.83976       0.967354       -6.70918       -10.3917       3.6489         -16.0829       -3.86403       -25.44         -8.54259       -21.6835       -1.02966       -12.3264       
-3.66728       -5.96247       -3.0245        -18.6603       2.86024        -0.905005      -2.86024       0.905005       -6.48026       -10.536        3.38581        -16.6835       -5.28922       -24.9747       -9.43481       -20.6371       -0.75978       -12.346        
-3.55167       -6.03205       -3.55927       -18.3394       2.87715        -0.849703      -2.87715       0.849703       -6.27596       -10.6589       3.04813        -17.1808       -6.59688       -24.3204       -10.1667       -19.4979       -0.521658      -12.3583       
-3.45883       -6.08576       -4.04871       -17.9495       2.88983        -0.805517      -2.88983       0.805517       -6.1119        -10.7538       2.64886        -17.5719       -7.76519       -23.5341       -10.7463       -18.327        -0.332236      -12.3649       
-3.39173       -6.12341       -4.49406       -17.5184       2.89851        -0.773709      -2.89851       0.773709       -5.99335       -10.8203       2.20512        -17.8662       -8.7918        -22.6691       -11.1932       -17.1706       -0.196324      -12.3678       
-3.34974       -6.14648       -4.89822       -17.0687       2.90374        -0.753852      -2.90374       0.753852       -5.91915       -10.8611       1.73362        -18.078        -9.68477       -21.7686       -11.5301       -16.0594       -0.111666      -12.3688       
-3.3304        -6.15698       -5.26457       -16.6171       2.9061         -0.744719      -2.9061        0.744719       -5.88497       -10.8797       1.24889        -18.2217       -10.4564       -20.8651       -11.778        -15.0124       -0.0727783     -12.3691       
-3.33053       -6.15691       -5.59643       -16.176        2.90608        -0.744779      -2.90608       0.744779       -5.8852        -10.8795       0.763092       -18.3106       -11.1198       -19.9828       -11.9559       -14.0414       -0.0730349     -12.3691       
-3.34675       -6.14811       -5.89685       -15.7544       2.90411        -0.752437      -2.90411       0.752437       -5.91386       -10.864        0.286307       -18.3561       -11.6881       -19.1399       -12.08         -13.1528       -0.105643      -12.3689       
-3.37575       -6.13224       -6.1686        -15.3591       2.90052        -0.766146      -2.90052       0.766146       -5.9651        -10.8359       -0.173146      -18.3682       -12.1731       -18.3501       -12.164        -12.3501       -0.164062      -12.3682       
-3.41442       -6.11079       -6.4141        -14.9951       2.89562        -0.784452      -2.89562       0.784452       -6.03343       -10.798        -0.608395      -18.3558       -12.586        -17.6233       -12.2198       -11.6345       -0.242185      -12.3669       
-3.4599        -6.08515       -6.63552       -14.6661       2.88969        -0.806028      -2.88969       0.806028       -6.1138        -10.7527       -1.01378       -18.3262       -12.9366       -16.9675       -12.2572       -11.0061       -0.33442       -12.3648       
-3.50965       -6.0566        -6.83469       -14.3749       2.88299        -0.82968       -2.88299       0.82968        -6.20171       -10.7023       -1.38468       -18.2861       -13.2336       -16.3882       -12.2847       -10.4637       -0.435729      -12.3616       
-3.56143       -6.02629       -7.01319       -14.1236       2.87577        -0.854358      -2.87577       0.854358       -6.29321       -10.6487       -1.71735       -18.2411       -13.4847       -15.8897       -12.309        -10.0061       -0.541659      -12.3575       
-3.61334       -5.99531       -7.17233       -13.9137       2.86829        -0.879164      -2.86829       0.879164       -6.38494       -10.594        -2.00883       -18.196        -13.6963       -15.4751       -12.3358       -9.63138       -0.648367      -12.3523       
-3.66383       -5.96459       -7.31312       -13.7464       2.86076        -0.903349      -2.86076       0.903349       -6.47416       -10.5397       -2.25683       -18.1548       -13.8736       -15.1464       -12.3694       -9.33801       -0.752632      -12.3464       
-3.71167       -5.93494       -7.43633       -13.6225       2.85341        -0.92632       -2.85341       0.92632        -6.55869       -10.4873       -2.45962       -18.1205       -14.0208       -14.905        -12.413        -9.12446       -0.851873      -12.3399       
-3.75596       -5.90701       -7.54245       -13.5426       2.8464         -0.947637      -2.8464        0.947637       -6.63695       -10.438        -2.616         -18.0956       -14.1407       -14.7519       -12.4689       -8.98953       -0.944151      -12.3332       
-3.79612       -5.88128       -7.6317        -13.507        2.83987        -0.967012      -2.83987       0.967012       -6.70792       -10.3925       -2.72523       -18.0815       -14.2352       -14.6874       -12.5382       -8.9324        -1.02817       -12.3265       
-3.8319        -5.85803       -7.70406       -13.5158       2.83393        -0.984305      -2.83393       0.984305       -6.77115       -10.3514       -2.78697       -18.0789       -14.3048       -14.7116       -12.6211       -8.95267       -1.10329       -12.32         
-3.86333       -5.83735       -7.75922       -13.5691       2.8286         -0.999521      -2.8286        0.999521       -6.82668       -10.3149       -2.80125       -18.0878       -14.349        -14.8242       -12.7172       -9.05039       -1.16949       -12.3139       
-3.89073       -5.81912       -7.79663       -13.6665       2.82387        -1.01281       -2.82387       1.01281        -6.8751        -10.2827       -2.76849       -18.107        -14.3659       -15.0247       -12.8248       -9.22604       -1.22737       -12.3083       
-3.91472       -5.80302       -7.81547       -13.8076       2.81966        -1.02446       -2.81966       1.02446        -6.91748       -10.2542       -2.68948       -18.1348       -14.3528       -15.3121       -12.9415       -9.48046       -1.27816       -12.3031       
-3.93616       -5.78849       -7.81464       -13.9916       2.81585        -1.03488       -2.81585       1.03488        -6.95537       -10.2285       -2.56542       -18.1684       -14.3056       -15.6849       -13.0639       -9.8148        -1.32367       -12.2983       
-3.95621       -5.77481       -7.79276       -14.2173       2.81225        -1.04464       -2.81225       1.04464        -6.99079       -10.2044       -2.39792       -18.2043       -14.2192       -16.141        -13.1876       -10.2304       -1.3663        -12.2936       
-3.97625       -5.76103       -7.74814       -14.4832       2.8086         -1.0544        -2.8086        1.0544         -7.02621       -10.18         -2.18913       -18.2379       -14.0873       -16.6776       -13.3071       -10.7286       -1.40901       -12.2888       
-3.99793       -5.74601       -7.67878       -14.7871       2.80461        -1.06498       -2.80461       1.06498        -7.06452       -10.1535       -1.94176       -18.2637       -13.9023       -17.2907       -13.4158       -11.3105       -1.4553        -12.2834       
-4.0231        -5.72841       -7.58231       -15.126        2.79991        -1.07727       -2.79991       1.07727        -7.109         -10.1224       -1.65918       -18.275        -13.6554       -17.975        -13.5054       -11.9769       -1.50918       -12.2769       
-4.05382       -5.70671       -7.45597       -15.4959       2.79408        -1.0923        -2.79408       1.0923         -7.16328       -10.084        -1.3456        -18.2642       -13.3368       -18.7233       -13.5663       -12.7277       -1.57512       -12.2686       
-4.09227       -5.6792        -7.29655       -15.8917       2.78664        -1.11115       -2.78664       1.11115        -7.23122       -10.0354       -1.00617       -18.2222       -12.9352       -19.5257       -13.5869       -13.5612       -1.65794       -12.2577       
-4.14066       -5.64402       -7.10035       -16.3062       2.77704        -1.13492       -2.77704       1.13492        -7.31673       -9.97324       -0.647228      -18.1385       -12.438        -20.3693       -13.5535       -14.4739       -1.76265       -12.2431       
-4.20103       -5.59923       -6.8631        -16.7299       2.76469        -1.16468       -2.76469       1.16468        -7.42341       -9.89409       -0.276477      -18.0013       -11.8322       -21.2364       -13.4497       -15.4586       -1.89403       -12.2234       
-4.27491       -5.54302       -6.58008       -17.1503       2.749          -1.20124       -2.749         1.20124        -7.55396       -9.79477       0.0967999      -17.7978       -11.1042       -22.1033       -13.257        -16.5028       -2.05596       -12.1973       
-4.36266       -5.47423       -6.24634       -17.5508       2.72952        -1.24487       -2.72952       1.24487        -7.70901       -9.67322       0.46177        -17.5152       -10.2427       -22.9387       -12.9544       -17.5864       -2.24996       -12.163        
-4.46245       -5.39319       -5.85748       -17.9114       2.7062         -1.29479       -2.7062        1.29479        -7.88536       -9.53001       0.80668        -17.1439       -9.242         -23.7032       -12.5216       -18.6789       -2.47296       -12.1196       
-4.56915       -5.3031        -5.41117       -18.21         2.67983        -1.34851       -2.67983       1.34851        -8.07389       -9.37082       1.12075        -16.6823       -8.10812       -24.3522       -11.9431       -19.7378       -2.71422       -12.0678       
-4.6737        -5.21119       -4.90923       -18.4283       2.65249        -1.40154       -2.65249       1.40154        -8.25864       -9.20841       1.39757        -16.1427       -6.86479       -24.8452       -11.216        -20.714        -2.95367       -12.0115       
-4.76467       -5.12815       -4.35877       -18.5587       2.62742        -1.44799       -2.62742       1.44799        -8.41939       -9.06167       1.6386         -15.5534       -5.55299       -25.1598       -10.3561       -21.564        -3.16456       -11.9577       
-4.83152       -5.06522       -3.77074       -18.6082       2.6082         -1.48233       -2.6082        1.48233        -8.53751       -8.95047       1.85354        -14.9521       -4.22037       -25.3014       -9.39501       -22.2644       -3.32111       -11.9151       
-4.8673        -5.03084       -3.15652       -18.5949       2.59763        -1.50078       -2.59763       1.50078        -8.60075       -8.88972       2.05696        -14.3735       -2.90754       -25.2984       -8.37          -22.8162       -3.4055        -11.8913       
-4.86893       -5.02927       -2.52526       -18.5399       2.59714        -1.50162       -2.59714       1.50162        -8.60361       -8.88695       2.26405        -13.8428       -1.64118       -25.1896       -7.31457       -23.237        -3.40933       -11.8902       
-4.83572       -5.0612        -1.88315       -18.4625       2.60697        -1.48449       -2.60697       1.48449        -8.54494       -8.94337       2.48821        -13.3741       -0.435294      -25.0125       -6.25451       -23.5508       -3.33101       -11.9124       
-4.76807       -5.12499       -1.23398       -18.3776       2.62646        -1.44973       -2.62646       1.44973        -8.42539       -9.05609       2.74053        -12.9736       0.704527       -24.7996       -5.20848       -23.7816       -3.17248       -11.9556       
-4.66652       -5.21763       -0.57991       -18.296        2.65442        -1.39788       -2.65442       1.39788        -8.24595       -9.21978       3.0301         -12.6419       1.77729        -24.5764       -4.18992       -23.95         -2.93711       -12.0155       
-4.53144       -5.33536       0.077772       -18.2248       2.68933        -1.32948       -2.68933       1.32948        -8.00726       -9.42782       3.36438        -12.3769       2.78415        -24.3629       -3.20883       -24.0728       -2.6286        -12.0868       
-4.3629        -5.47404       0.738182       -18.1685       2.72947        -1.24499       -2.72947       1.24499        -7.70944       -9.67288       3.74949        -12.1742       3.72687        -24.1742       -2.27312       -24.1628       -2.2505        -12.1629       
-4.16065       -5.6293        1.40045        -18.129        2.773          -1.14476       -2.773         1.14476        -7.35205       -9.94723       4.19033        -12.0284       4.60695        -24.0212       -1.38943       -24.2295       -1.80606       -12.2368       
-3.92415       -5.79664       2.06341        -18.1062       2.81799        -1.02904       -2.81799       1.02904        -6.93416       -10.2429       4.69058        -11.9338       5.42499        -23.9113       -0.563763      -24.2785       -1.29818       -12.301        
-3.65264       -5.97145       2.72535        -18.0979       2.86245        -0.89798       -2.86245       0.89798        -6.45437       -10.5518       5.25258        -11.884        6.18016        -23.8481       0.198116       -24.3119       -0.729469      -12.3478       
-3.34514       -6.14899       3.38374        -18.1001       2.9043         -0.751675      -2.9043        0.751675       -5.91101       -10.8655       5.87703        -11.8725       6.86988        -23.8313       0.890452       -24.3277       -0.102397      -12.3689       
-3.00067       -6.32424       4.03498        -18.106        2.94136        -0.590239      -2.94136       0.590239       -5.30232       -11.1752       6.56248        -11.8922       7.48954        -23.8563       1.50748        -24.3198       0.580409       -12.3557       
-2.61858       -6.49177       4.67408        -18.106        2.9713         -0.413961      -2.9713        0.413961       -4.62715       -11.4712       7.3044         -11.935        8.03271        -23.9129       2.04377        -24.277        1.31546        -12.2992       
-2.19925       -6.64555       5.29454        -18.0874       2.99165        -0.223631      -2.99165       0.223631       -3.88618       -11.743        8.09383        -11.9912       8.49195        -23.9846       2.49525        -24.1836       2.09713        -12.1902       
-1.74537       -6.77892       5.88842        -18.0343       2.99993        -0.021054      -2.99993       0.021054       -3.08414       -11.9787       8.91565        -12.048        8.86113        -24.0479       2.86119        -24.0206       2.91571        -12.0208       
-1.26355       -6.88502       6.44719        -17.9299       2.99396        0.190301       -2.99396       -0.190301      -2.23276       -12.1661       9.74745        -12.0896       9.13922        -24.0742       3.14693        -23.7701       3.75516        -11.7855       
-0.765482      -6.95802       6.96358        -17.7604       2.97254        0.404975       -2.97254       -0.404975      -1.35264       -12.2951       10.561         -12.0983       9.33471        -24.0355       3.36613        -23.4224       4.59244        -11.4852       
-0.266772      -6.99491       7.43382        -17.5207       2.93604        0.616161       -2.93604       -0.616161      -0.471399      -12.3603       11.3281        -12.0586       9.46695        -23.9134       3.53955        -22.9828       5.40069        -11.128        
0.216656       -6.99665       7.85876        -17.2172       2.88651        0.817339       -2.88651       -0.817339      0.382842       -12.3634       12.0278        -11.9618       9.56166        -23.7056       3.68973        -22.4726       6.15587        -10.7287       
0.672398       -6.96763       8.24284        -16.8649       2.82708        1.00381        -2.82708       -1.00381       1.18816        -12.3121       12.6508        -11.8082       9.64337        -23.4253       3.83486        -21.9215       6.84231        -10.3045       
1.09301        -6.91414       8.59194        -16.4823       2.76112        1.17313        -2.76112       -1.17313       1.9314         -12.2176       13.1977        -11.6051       9.73024        -23.0932       3.98618        -21.3595       7.45364        -9.87134       
1.47522        -6.84279       8.91175        -16.0869       2.69172        1.32463        -2.69172       -1.32463       2.60678        -12.0915       13.6745        -11.3629       9.83329        -22.7315       4.14899        -20.8109       7.99022        -9.44226       
1.81836        -6.7597        9.20707        -15.6934       2.62151        1.45866        -2.62151       -1.45866       3.21313        -11.9447       14.0894        -11.0931       9.958          -22.3595       4.3248         -20.2938       8.45615        -9.02738       
2.12316        -6.67025       9.48168        -15.3135       2.55263        1.57609        -2.55263       -1.57609       3.75173        -11.7866       14.4501        -10.8063       10.1064        -21.9926       4.51324        -19.8207       8.85699        -8.63445       
2.39093        -6.57902       9.73848        -14.956        2.48687        1.67794        -2.48687       -1.67794       4.22488        -11.6254       14.7637        -10.5122       10.2783        -21.6424       4.71324        -19.3997       9.19862        -8.26954       
2.62313        -6.48993       9.97974        -14.6276       2.42569        1.76522        -2.42569       -1.76522       4.6352         -11.468        15.0359        -10.219        10.4729        -21.3177       4.92359        -19.0362       9.48658        -7.93755       
2.8212         -6.40631       10.2072        -14.3334       2.37034        1.83888        -2.37034       -1.83888       4.98519        -11.3202       15.2711        -9.93379       10.6885        -21.0243       5.14324        -18.733        9.72587        -7.64247       
2.98641        -6.33098       10.4222        -14.0771       2.32185        1.89974        -2.32185       -1.89974       5.27713        -11.1871       15.4729        -9.66235       10.9235        -20.7665       5.37141        -18.4918       9.92082        -7.38764       
3.11983        -6.26631       10.6257        -13.8614       2.28109        1.94849        -2.28109       -1.94849       5.51289        -11.0729       15.6438        -9.40961       11.1763        -20.547        5.60758        -18.3133       10.0751        -7.17587       
3.2223         -6.21424       10.8184        -13.6883       2.24879        1.98568        -2.24879       -1.98568       5.69395        -10.9808       15.7854        -9.1795        11.4453        -20.3672       5.85149        -18.1972       10.1915        -7.00948       
3.29439        -6.17633       11.0009        -13.559        2.22553        2.01172        -2.22553       -2.01172       5.82133        -10.9138       15.8986        -8.97506       11.7293        -20.2275       6.10311        -18.1428       10.2724        -6.89042       
3.3364         -6.15373       11.1731        -13.4739       2.21177        2.02684        -2.21177       -2.02684       5.89557        -10.8739       15.9836        -8.79851       12.0271        -20.1275       6.36261        -18.1492       10.3191        -6.82025       
3.34834        -6.14725       11.335         -13.4331       2.20783        2.03113        -2.20783       -2.03113       5.91667        -10.8625       16.0397        -8.6512        12.3377        -20.0659       6.63035        -18.2149       10.3323        -6.80021       
3.32989        -6.15726       11.486         -13.4358       2.21392        2.02449        -2.21392       -2.02449       5.88406        -10.8802       16.0653        -8.5337        12.6602        -20.0405       6.90683        -18.3379       10.3119        -6.83117       
3.28039        -6.18377       11.6252        -13.4808       2.23008        2.00667        -2.23008       -2.00667       5.79659        -10.927        16.0579        -8.44573       12.9937        -20.0479       7.19263        -18.5159       10.2568        -6.91367       
3.19884        -6.22635       11.7511        -13.5659       2.25626        1.97719        -2.25626       -1.97719       5.6525         -11.0022       16.0139        -8.38618       13.3372        -20.0839       7.48839        -18.7455       10.165         -7.04786       
3.08391        -6.28407       11.8615        -13.6878       2.29221        1.9354         -2.29221       -1.9354        5.44941        -11.1042       15.9284        -8.35303       13.6892        -20.1423       7.79461        -19.0227       10.0338        -7.23343       
2.93397        -6.35546       11.9534        -13.8424       2.33747        1.88048        -2.33747       -1.88048       5.18445        -11.2304       15.7954        -8.34341       14.0474        -20.2154       8.11141        -19.3414       9.8594         -7.46942       
2.74725        -6.43837       12.0226        -14.0237       2.39136        1.81147        -2.39136       -1.81147       4.85452        -11.3769       15.6072        -8.35355       14.408         -20.2935       8.43805        -19.6939       9.63723        -7.75396       
2.52214        -6.52984       12.0636        -14.224        2.45279        1.72738        -2.45279       -1.72738       4.45673        -11.5385       15.355         -8.37885       14.7649        -20.3643       8.77214        -20.0692       9.3623         -8.08376       
2.25772        -6.62591       12.0691        -14.4337       2.52021        1.62743        -2.52021       -1.62743       3.9895         -11.7083       15.0298        -8.4142        15.1082        -20.4139       9.10838        -20.4532       9.02992        -8.45343       
1.95472        -6.72154       12.0303        -14.6412       2.59147        1.51139        -2.59147       -1.51139       3.45409        -11.8773       14.6237        -8.45454       15.4236        -20.4278       9.43691        -20.8278       8.63702        -8.85448       
1.61668        -6.81075       11.9376        -14.8345       2.6637         1.38011        -2.6637        -1.38011       2.85675        -12.0349       14.1334        -8.49581       15.6911        -20.3943       9.7419         -21.1731       8.18415        -9.27468       
1.2508         -6.88734       11.7827        -15.0036       2.73357        1.23595        -2.73357       -1.23595       2.21022        -12.1702       13.5637        -8.53617       15.8881        -20.3089       10.0017        -21.4711       7.67737        -9.69835       
0.867509       -6.94604       11.5611        -15.1438       2.79782        1.08269        -2.79782       -1.08269       1.53293        -12.274        12.9297        -8.57666       15.9936        -20.1789       10.1924        -21.7109       7.12857        -10.1086       
0.478289       -6.98364       11.2737        -15.2568       2.85391        0.924767       -2.85391       -0.924767      0.845159       -12.3404       12.2541        -8.62065       15.9945        -20.0228       10.2934        -21.893        6.55298        -10.4909       
0.09306        -6.99938       10.927         -15.3504       2.9005         0.766235       -2.9005        -0.766235      0.164441       -12.3682       11.5618        -8.67234       15.8887        -19.8651       10.2923        -22.0285       5.96544        -10.8358       
-0.281254      -6.99435       10.53          -15.4348       2.93731        0.610081       -2.93731       -0.610081      -0.496988      -12.3593       10.8751        -8.7355        15.6825        -19.7305       10.185         -22.1341       5.37764        -11.1392       
-0.640577      -6.97063       10.0923        -15.5201       2.9648         0.458218       -2.9648        -0.458218      -1.13193       -12.3174       10.2108        -8.81291       15.3869        -19.6392       9.97381        -22.2272       4.79767        -11.401        
-0.982777      -6.93067       9.62236        -15.6147       2.98375        0.311786       -2.98375       -0.311786      -1.73661       -12.2468       9.58069        -8.90667       15.0138        -19.6063       9.66402        -22.3228       4.2309         -11.6232       
-1.30674       -6.87695       9.12724        -15.7255       2.99509        0.171506       -2.99509       -0.171506      -2.30907       -12.1519       8.99284        -9.01861       14.5734        -19.6421       9.26164        -22.4323       3.68112        -11.8089       
-1.61173       -6.81193       8.61245        -15.857        2.99976        0.0379421      -2.99976       -0.0379421     -2.84799       -12.037        8.45265        -9.15074       14.0734        -19.753        8.77224        -22.5633       3.15153        -11.9611       
-1.89699       -6.73806       8.08205        -16.0128       2.9987         -0.0883406     -2.9987        0.0883406      -3.35206       -11.9065       7.96374        -9.30563       13.5188        -19.9424       8.20036        -22.7199       2.64534        -12.0831       
-2.16158       -6.65789       7.53895        -16.1947       2.99287        -0.206686      -2.99287       0.206686       -3.81961       -11.7648       7.52851        -9.48654       12.9118        -20.2113       7.54939        -22.9029       2.16613        -12.1782       
-2.40429       -6.57414       6.98501        -16.4038       2.98328        -0.316304      -2.98328       0.316304       -4.2485        -11.6168       7.14838        -9.69763       12.252         -20.5583       6.82164        -23.1101       1.71806        -12.2494       
-2.6236        -6.48974       6.42123        -16.64         2.97098        -0.416262      -2.97098       0.416262       -4.63603       -11.4677       6.82388        -9.94387       11.5365        -20.9798       6.01857        -23.3361       1.30593        -12.3002       
-2.8177        -6.40785       5.84781        -16.9019       2.95711        -0.505475      -2.95711       0.505475       -4.97901       -11.323        6.55462        -10.231        10.7604        -21.4698       5.141          -23.5727       0.935208       -12.3339       
-2.98451       -6.33188       5.26431        -17.1869       2.94286        -0.582724      -2.94286       0.582724       -5.27376       -11.1887       6.33912        -10.5654       9.91664        -22.0197       4.18949        -23.8085       0.611967       -12.3542       
-3.12166       -6.2654        4.66967        -17.4908       2.92948        -0.646658      -2.92948       0.646658       -5.51611       -11.0712       6.17459        -10.9536       8.99649        -22.6171       3.16474        -24.028        0.342845       -12.3646       
-3.22657       -6.21202       4.06238        -17.8068       2.91819        -0.695827      -2.91819       0.695827       -5.7015        -10.9769       6.05649        -11.4019       7.98989        -23.2451       2.06827        -24.2118       0.13488        -12.3686       
-3.29653       -6.17519       3.44065        -18.1251       2.91014        -0.728741      -2.91014       0.728741       -5.82511       -10.9118       5.97797        -11.9152       6.88612        -23.8808       0.903326       -24.3349       -0.00482169    -12.3693       
-3.32894       -6.15777       2.80268        -18.4312       2.90627        -0.744029      -2.90627       0.744029       -5.88239       -10.8811       5.92882        -12.4959       5.6752         -24.4932       -0.323461      -24.3664       -0.0698448     -12.3691       
-3.32213       -6.16145       2.14733        -18.7052       2.90709        -0.740813      -2.90709       0.740813       -5.87035       -10.8876       5.89402        -13.1408       4.35082        -25.0411       -1.59936       -24.2695       -0.0561589     -12.3692       
-3.27683       -6.18566       1.47527        -18.9209       2.91245        -0.719462      -2.91245       0.719462       -5.7903        -10.9303       5.85221        -13.8374       2.91594        -25.4726       -2.90167       -24.0045       0.0346025      -12.3693       
-3.19867       -6.22644       0.790583       -19.0492       2.92128        -0.682727      -2.92128       0.682727       -5.65219       -11.0024       5.7755         -14.5602       1.39079        -25.7304       -4.19433       -23.5381       0.190373       -12.3679       
-3.10003       -6.27613       0.101942       -19.0655       2.93169        -0.636552      -2.93169       0.636552       -5.4779        -11.0902       5.63383        -15.271        -0.181596      -25.7677       -5.42995       -22.86         0.385479       -12.3633       
-2.99836       -6.32533       -0.578619      -18.962        2.94158        -0.589166      -2.94158       0.589166       -5.29824       -11.1771       5.40472        -15.9289       -1.74215       -25.5685       -6.56196       -21.9951       0.584914       -12.3555       
