x1             y1             x2             y2             v1x            v1y            v2x            v2y            v3x            v3y            v4x            v4y            v5x            v5y            v6x            v6y            p2x            p2y            
-4.21288       -5.59031       -5.43865       -17.9307       2.76222        -1.17054       -2.76222       1.17054        -7.44436       -9.87834       1.2416         -17.3189       -8.95737       -23.6419       -12.1189       -18.5425       -1.91992       -12.2194       
-3.88761       -5.82121       -4.87777       -17.9327       2.82441        -1.01129       -2.82441       1.01129        -6.86958       -10.2863       1.81541        -17.484        -8.53478       -23.5564       -11.571        -18.3813       -1.22076       -12.3089       
-3.55557       -6.02975       -4.28374       -17.9174       2.8766         -0.851564      -2.8766        0.851564       -6.28286       -10.6548       2.41622        -17.585        -8.03783       -23.4768       -10.9837       -18.2497       -0.529654      -12.358        
-3.22077       -6.21503       -3.66107       -17.8914       2.91884        -0.693104      -2.91884       0.693104       -5.69125       -10.9822       3.04178        -17.6236       -7.46857       -23.4144       -10.3639       -18.1592       0.146422       -12.3685       
-2.88676       -6.37704       -3.0139        -17.8605       2.95148        -0.53739       -2.95148       0.53739        -5.10104       -11.2685       3.68935        -17.6028       -6.82972       -23.3777       -9.71716       -18.1182       0.801917       -12.3433       
-2.55683       -6.51633       -2.34587       -17.8293       2.9751         -0.385736      -2.9751        0.385736       -4.51804       -11.5147       4.35546        -17.5258       -6.1239        -23.3724       -9.04721       -18.1327       1.43216        -12.2861       
-2.23421       -6.63388       -1.6601        -17.8013       2.99043        -0.239377      -2.99043       0.239377       -3.94794       -11.7224       5.03583        -17.3956       -5.35313       -23.4014       -8.35603       -18.2069       2.03293        -12.2011       
-1.92211       -6.73093       -0.959247      -17.7789       2.99835        -0.099528      -2.99835       0.099528       -3.39646       -11.8939       5.72521        -17.2149       -4.51873       -23.4648       -7.6437        -18.3429       2.60024        -12.0929       
-1.62386       -6.80904       -0.24558       -17.7636       2.99982        0.0325963      -2.99982       -0.0325963     -2.86944       -12.0319       6.41741        -16.9861       -3.62137       -23.5605       -6.90857       -18.5411       3.13021        -11.9667       
-1.34284       -6.86999       0.478928       -17.7559       2.99595        0.155774       -2.99595       -0.155774      -2.37286       -12.1396       7.1053         -16.7113       -2.66119       -23.6838       -6.14744       -18.8005       3.61905        -11.828        
-1.08247       -6.9158        1.21248        -17.7553       2.98793        0.268788       -2.98793       -0.268788      -1.91278       -12.2205       7.78076        -16.3924       -1.63813       -23.8277       -5.35581       -19.1183       4.06309        -11.6829       
-0.846184      -6.94867       1.95331        -17.7604       2.97704        0.370449       -2.97704       -0.370449      -1.49525       -12.2786       8.4348         -16.0312       -0.552224      -23.9832       -4.52819       -19.4897       4.45883        -11.5377       
-0.637296      -6.97093       2.69951        -17.7686       2.96458        0.459613       -2.96458       -0.459613      -1.12613       -12.3179       9.05752        -15.6295       0.595981       -24.1384       -3.6585        -19.9077       4.80304        -11.3987       
-0.458947      -6.98494       3.44883        -17.7759       2.95187        0.535223       -2.95187       -0.535223      -0.810979      -12.3427       9.63811        -15.1889       1.80491        -24.2796       -2.74044       -20.363        5.09276        -11.2723       
-0.313954      -6.99296       4.19841        -17.777        2.94013        0.59634        -2.94013       -0.59634       -0.554771      -12.3569       10.1649        -14.711        3.07132        -24.3899       -1.76812       -20.8431       5.32549        -11.1642       
-0.20461       -6.99701       4.9444         -17.7648       2.93045        0.642224       -2.93045       -0.642224      -0.361555      -12.364        10.6255        -14.1976       4.38945        -24.45         -0.736739      -21.332        5.49935        -11.0796       
-0.132338      -6.99875       5.68159        -17.7301       2.92366        0.672454       -2.92366       -0.672454      -0.233847      -12.3671       11.007         -13.6508       5.74971        -24.4379       0.356178       -21.8093       5.61348        -11.0222       
-0.0971184     -6.99933       6.40297        -17.6617       2.92024        0.687157       -2.92024       -0.687157      -0.171613      -12.3681       11.2968        -13.0737       7.13707        -24.3296       1.5091         -22.2498       5.66887        -10.9938       
-0.0966295     -6.99933       7.09941        -17.5475       2.92019        0.687361       -2.92019       -0.687361      -0.170749      -12.3681       11.4848        -12.4712       8.52919        -24.1015       2.71403        -22.6237       5.66964        -10.9934       
-0.125289      -6.99888       7.76007        -17.3758       2.92298        0.675398       -2.92298       -0.675398      -0.221392      -12.3673       11.5661        -11.8518       9.89556        -23.735        3.95399        -22.8997       5.62458        -11.0165       
-0.173862      -6.99784       8.37384        -17.1393       2.9276         0.655095       -2.9276        -0.655095      -0.307221      -12.3655       11.5455        -11.2282       11.1997        -23.2232       5.20219        -23.0503       5.54798        -11.0553       
-0.23057       -6.9962        8.93204        -16.8386       2.93281        0.631347       -2.93281       -0.631347      -0.407427      -12.3626       11.4387        -10.6163       12.4059        -22.5773       6.42539        -23.0609       5.4582         -11.0999       
-0.283782      -6.99425       9.43079        -16.4833       2.93753        0.609019       -2.93753       -0.609019      -0.501456      -12.3591       11.2703        -10.0322       13.488         -21.8255       7.59133        -22.9344       5.37361        -11.1411       
-0.324715      -6.99246       9.87155        -16.0894       2.94105        0.591815       -2.94105       -0.591815      -0.573786      -12.356        11.0672        -9.48857       14.4348        -21.0063       8.67591        -22.6902       5.30831        -11.1724       
-0.348518      -6.99132       10.2595        -15.6744       2.94304        0.581799       -2.94304       -0.581799      -0.615847      -12.354        10.8532        -8.99256       15.2488        -20.1585       9.66587        -22.3563       5.27024        -11.1904       
-0.353734      -6.99106       10.6016        -15.2548       2.94348        0.579603       -2.94348       -0.579603      -0.625064      -12.3535       10.6461        -8.5467        15.9414        -19.3152       10.5571        -21.9628       5.26189        -11.1943       
-0.341124      -6.99168       10.9047        -14.8434       2.94243        0.584912       -2.94243       -0.584912      -0.602781      -12.3546       10.458         -8.15012       16.5274        -18.5021       11.3514        -21.5367       5.28207        -11.1848       
-0.312629      -6.99302       11.1751        -14.4505       2.94002        0.596897       -2.94002       -0.596897      -0.552429      -12.357        10.2965        -7.80011       17.0226        -17.7379       12.0538        -21.1009       5.32761        -11.1632       
-0.270681      -6.99476       11.418         -14.0834       2.93639        0.61452        -2.93639       -0.61452       -0.478306      -12.3601       10.1658        -7.49315       17.4416        -17.0359       12.6702        -20.6737       5.39447        -11.131        
-0.2178        -6.99661       11.6377        -13.7476       2.93166        0.636699       -2.93166       -0.636699      -0.384863      -12.3633       10.0683        -7.22559       17.797         -16.4053       13.2071        -20.2697       5.47845        -11.0899       
-0.15638       -6.99825       11.8376        -13.447        2.92596        0.662406       -2.92596       -0.662406      -0.276331      -12.3662       10.0048        -6.994         18.0997        -15.8525       13.6704        -19.8999       5.57558        -11.0414       
-0.0885767     -6.99944       12.0204        -13.1843       2.9194         0.690721       -2.9194        -0.690721      -0.156519      -12.3683       9.97545        -6.79538       18.3585        -15.3817       14.0653        -19.5732       5.68228        -10.9869       
-0.016252      -6.99998       12.1879        -12.9616       2.91211        0.720848       -2.91211       -0.720848      -0.028718      -12.3693       9.97968        -6.62728       18.5803        -14.9956       14.3961        -19.296        5.7955         -10.9276       
0.0590512      -6.99975       12.3416        -12.7803       2.90419        0.752133       -2.90419       -0.752133      0.104346       -12.3689       10.0168        -6.48781       18.7704        -14.696        14.6663        -19.0728       5.91272        -10.8646       
0.13612        -6.99868       12.4822        -12.6413       2.89573        0.784065       -2.89573       -0.784065      0.24053        -12.367        10.086         -6.37565       18.9324        -14.4837       14.8784        -18.9069       6.03199        -10.7988       
0.214072       -6.99673       12.6101        -12.5451       2.88681        0.816272       -2.88681       -0.816272      0.378274       -12.3635       10.1865        -6.29004       19.0684        -14.3592       15.0338        -18.8002       6.1519         -10.731        
0.292351       -6.99389       12.7252        -12.492        2.8775         0.848524       -2.8775        -0.848524      0.516597       -12.3585       10.3174        -6.23076       19.1789        -14.3224       15.133         -18.7531       6.2716         -10.6615       
0.370716       -6.99018       12.8268        -12.4817       2.86781        0.88072        -2.86781       -0.88072       0.655072       -12.352        10.4781        -6.19809       19.2629        -14.3728       15.1755        -18.7653       6.39069        -10.5905       
0.449229       -6.98557       12.9137        -12.5138       2.85773        0.912885       -2.85773       -0.912885      0.793807       -12.3438       10.6676        -6.19278       19.3182        -14.5095       15.1598        -18.8348       6.50927        -10.518        
0.528225       -6.98004       12.9843        -12.5874       2.84722        0.945155       -2.84722       -0.945155      0.933397       -12.334        10.8853        -6.216         19.3408        -14.731        15.0833        -18.9587       6.62784        -10.4437       
0.608284       -6.97352       13.0363        -12.701        2.83619        0.977764       -2.83619       -0.977764      1.07486        -12.3225       11.1301        -6.26935       19.3254        -15.035        14.9426        -19.1327       6.74725        -10.367        
0.690167       -6.96589       13.0668        -12.8527       2.82451        1.01102        -2.82451       -1.01102       1.21956        -12.309        11.4004        -6.35473       19.2649        -15.4183       14.7331        -19.3506       6.86857        -10.287        
0.77473        -6.957         13.072         -13.0395       2.81202        1.04525        -2.81202       -1.04525       1.36898        -12.2933       11.6939        -6.47434       19.1509        -15.8761       14.45          -19.6046       6.99302        -10.2028       
0.862771       -6.94663       13.0474        -13.2576       2.79856        1.08078        -2.79856       -1.08078       1.52455        -12.275        12.0073        -6.63051       18.9731        -16.4017       14.0875        -19.8847       7.12167        -10.1134       
0.954802       -6.93458       12.9878        -13.5019       2.78398        1.11779        -2.78398       -1.11779       1.68718        -12.2537       12.3352        -6.82551       18.7205        -16.9857       13.6404        -20.1783       7.25514        -10.0181       
1.05071        -6.92069       12.8871        -13.7659       2.76824        1.15622        -2.76824       -1.15622       1.85665        -12.2292       12.6701        -7.06124       18.3811        -17.6151       13.1041        -20.4706       7.39313        -9.91673       
1.14932        -6.905         12.739         -14.0419       2.75147        1.19559        -2.75147       -1.19559       2.03089        -12.2015       13.0012        -7.33879       17.9441        -18.2735       12.4768        -20.7449       7.53383        -9.81027       
1.24791        -6.88787       12.5375        -14.321        2.73409        1.2348         -2.73409       -1.2348        2.20511        -12.1712       13.3145        -7.65795       17.4018        -18.9404       11.7605        -20.9841       7.6733         -9.70157       
1.34199        -6.87016       12.2785        -14.5948       2.71695        1.27208        -2.71695       -1.27208       2.37136        -12.1399       13.5938        -8.01677       16.7517        -19.5938       10.9632        -21.1728       7.80526        -9.59572       
1.42551        -6.85331       11.9602        -14.8562       2.70127        1.30505        -2.70127       -1.30505       2.51895        -12.1101       13.8219        -8.41152       15.9989        -20.2124       10.0985        -21.3009       7.92148        -9.50001       
1.4917         -6.83921       11.5845        -15.1014       2.68852        1.33111        -2.68852       -1.33111       2.6359         -12.0852       13.9843        -8.83713       15.156         -20.7798       9.18467        -21.3656       8.01295        -9.42299       
1.53418        -6.82981       11.1561        -15.3299       2.6802         1.34779        -2.6802        -1.34779       2.71097        -12.0686       14.0708        -9.28797       14.2408        -21.2868       8.24142        -21.3718       8.07136        -9.373         
1.54788        -6.82672       10.6816        -15.5442       2.67749        1.35316        -2.67749       -1.35316       2.73517        -12.0631       14.0767        -9.75858       13.2731        -21.7316       7.28657        -21.3299       8.09015        -9.35679       
1.52931        -6.8309        10.1681        -15.7486       2.68116        1.34588        -2.68116       -1.34588       2.70236        -12.0705       14.002         -10.2439       12.2716        -22.1185       6.33429        -21.2533       8.06468        -9.37875       
1.47647        -6.84252       9.62216        -15.9479       2.69148        1.32512        -2.69148       -1.32512       2.60898        -12.091        13.8497        -10.7395       11.2524        -22.455        5.39462        -21.1563       7.99194        -9.44081       
1.38842        -6.86093       9.04933        -16.1464       2.70829        1.29042        -2.70829       -1.29042       2.4534         -12.1236       13.6247        -11.2407       10.2287        -22.7502       4.47397        -21.0522       7.86997        -9.54272       
1.26501        -6.88475       8.45419        -16.3479       2.73102        1.24159        -2.73102       -1.24159       2.23532        -12.1657       13.3324        -11.7432       9.21101        -23.0132       3.57598        -20.9526       7.69736        -9.68249       
1.10657        -6.91198       7.84036        -16.5548       2.75881        1.17854        -2.75881       -1.17854       1.95537        -12.2138       12.9784        -12.2421       8.20772        -23.253        2.70227        -20.8676       7.47299        -9.8567        
0.913842       -6.94009       7.21069        -16.769        2.79053        1.10133        -2.79053       -1.10133       1.6148         -12.2635       12.5683        -12.7322       7.22552        -23.4772       1.85304        -20.8058       7.19586        -10.0608       
0.687818       -6.96613       6.56749        -16.9909       2.82485        1.01006        -2.82485       -1.01006       1.2154         -12.3095       12.1073        -13.2081       6.26987        -23.6925       1.02764        -20.7738       6.8651         -10.2893       
0.429776       -6.98679       5.91262        -17.2203       2.86026        0.904925       -2.86026       -0.904925      0.759434       -12.346        11.6004        -13.6637       5.34528        -23.9045       0.224878       -20.7769       6.47996        -10.5361       
0.141257       -6.99857       5.24773        -17.4557       2.89515        0.78619        -2.89515       -0.78619       0.249608       -12.3668       11.0521        -14.0927       4.45554        -24.1169       -0.556594      -20.8187       6.03991        -10.7944       
-0.175915      -6.99779       4.57434        -17.6946       2.92779        0.654236       -2.92779       -0.654236      -0.310849      -12.3654       10.4667        -14.4883       3.60394        -24.3322       -1.31802       -20.9008       5.54474        -11.0569       
-0.519588      -6.98069       3.89398        -17.9333       2.95641        0.509568       -2.95641       -0.509568      -0.918135      -12.3352       9.84823        -14.8435       2.79328        -24.5506       -2.06026       -21.0232       4.99468        -11.3161       
-0.887202      -6.94355       3.2083         -18.167        2.97918        0.352862       -2.97918       -0.352862      -1.56773       -12.2696       9.20025        -15.151        2.02598        -24.7702       -2.78364       -21.1831       4.39063        -11.5638       
-1.27565       -6.88278       2.51915        -18.3893       2.99429        0.185037       -2.99429       -0.185037      -2.25414       -12.1622       8.52609        -15.4032       1.30387        -24.9865       -3.48778       -21.3754       3.73444        -11.7921       
-1.68109       -6.79514       1.82867        -18.5925       2.99999        0.00735576     -2.99999       -0.00735576    -2.97057       -12.0073       7.82901        -15.5931       0.627929       -25.1923       -4.17167       -21.5918       3.02941        -11.9926       
-2.09864       -6.678         1.13933        -18.7675       2.99469        -0.178423      -2.99469       0.178423       -3.70838       -11.8003       7.1126         -15.7146       -0.00233239    -25.3779       -4.83394       -21.8204       2.281          -12.1572       
-2.52208       -6.52986       0.453958       -18.9048       2.97711        -0.369878      -2.97711       0.369878       -4.45662       -11.5386       6.38136        -15.7638       -0.589683      -25.5314       -5.47345       -22.0458       1.4976         -12.2783       
-2.94375       -6.35093       -0.224352      -18.9954       2.94655        -0.563797      -2.94655       0.563797       -5.20173       -11.2224       5.6414         -15.7407       -1.14006       -25.6408       -6.09011       -22.2501       0.691357       -12.35         
-3.35478       -6.14373       -0.892406      -19.0325       2.90312        -0.756232      -2.90312       0.756232       -5.92805       -10.8563       4.90099        -15.6507       -1.663         -25.6963       -6.6858        -22.4143       -0.121808      -12.3687       
-3.746         -5.91333       -1.5472        -19.0139       2.84799        -0.942839      -2.84799       0.942839       -6.61935       -10.4491       4.17041        -15.5055       -2.17104       -25.6931       -7.26481       -22.5223       -0.923366      -12.3348       
-4.10925       -5.66693       -2.18622       -18.9429       2.7833         -1.11948       -2.7833        1.11948        -7.26122       -10.0137       3.46087        -15.322        -2.67781       -25.633        -7.83331       -22.5637       -1.69462       -12.2527       
-4.43861       -5.41283       -2.80759       -18.8274       2.71189        -1.28284       -2.71189       1.28284        -7.84323       -9.56471       2.78286        -15.1197       -3.19573       -25.5243       -8.39804       -22.535        -2.41946       -12.1304       
-4.73093       -5.15929       -3.41012       -18.6785       2.63686        -1.43073       -2.63686       1.43073        -8.35976       -9.11671       2.14462        -14.9176       -3.7342        -25.3789       -8.96487       -22.4395       -3.08605       -11.9782       
-4.98548       -4.91376       -3.99314       -18.5082       2.56123        -1.56208       -2.56123       1.56208        -8.80956       -8.68283       1.55146        -14.7323       -4.29918       -25.2094       -9.53774       -22.2841       -3.68711       -11.807        
-5.20329       -4.6825        -4.5563        -18.3273       2.48772        -1.67668       -2.48772       1.67668        -9.19445       -8.27418       1.00585        -14.5773       -4.89358       -25.027        -10.1184       -22.0773       -4.21902       -11.6275       
-5.38639       -4.47066       -5.0994        -18.1446       2.41867        -1.77483       -2.41867       1.77483        -9.51799       -7.89986       0.507949       -14.4626       -5.51814       -24.8398       -10.7067       -21.8267       -4.68065       -11.4495       
-5.53721       -4.28244       -5.6222        -17.9671       2.35609        -1.8571        -2.35609       1.8571         -9.7845        -7.56727       0.056236       -14.3956       -6.17209       -24.6527       -11.3006       -21.5386       -5.07231       -11.2815       
-5.6582        -4.12125       -6.12431       -17.7992       2.30165        -1.92416       -2.30165       1.92416        -9.9983        -7.28244       -0.351969      -14.3816       -6.85362       -24.4677       -11.8966       -21.2168       -5.395         -11.1308       
-5.75162       -3.98985       -6.60499       -17.6434       2.25673        -1.97666       -2.25673       1.97666        -10.1634       -7.05024       -0.720054      -14.4236       -7.56006       -24.2833       -12.4899       -20.8633       -5.64992       -11.0036       
-5.81937       -3.89037       -7.06302       -17.5003       2.22241        -2.01517       -2.22241       2.01517        -10.2831       -6.87446       -1.05181       -14.5228       -8.28776       -24.0957       -13.0742       -20.4777       -5.83827       -10.9048       
-5.86297       -3.82434       -7.49648       -17.3683       2.19949        -2.04016       -2.19949       2.04016        -10.3601       -6.75779       -1.35117       -14.6784       -9.0318        -23.8984       -13.6418       -20.0581       -5.96116       -10.8381       
-5.8836        -3.79253       -7.9026        -17.2442       2.1884         -2.05204       -2.1884        2.05204        -10.3966       -6.70157       -1.62206       -14.8873       -9.78542       -23.6828       -14.1831       -19.6011       -6.01977       -10.8057       
-5.88218       -3.79473       -8.27758       -17.1233       2.18917        -2.05123       -2.18917       2.05123        -10.3941       -6.70546       -1.86817       -15.1435       -10.5394       -23.4387       -14.687        -19.103        -6.01573       -10.8079       
-5.85962       -3.82948       -8.61659       -16.9995       2.20127        -2.03823       -2.20127       2.03823        -10.3542       -6.76686       -2.09272       -15.4377       -11.2815       -23.1556       -15.1405       -18.5612       -5.95166       -10.8433       
-5.81709       -3.89378       -8.91402       -16.8664       2.22359        -2.01387       -2.22359       2.01387        -10.2791       -6.88048       -2.29816       -15.7572       -11.9962       -22.8247       -15.5299       -17.9757       -5.83188       -10.9082       
-5.7563        -3.98308       -9.16412       -16.7189       2.2544         -1.97931       -2.2544        1.97931        -10.1717       -7.03829       -2.48577       -16.0867       -12.6654       -22.4409       -15.8425       -17.3511       -5.66285       -10.9969       
-5.67965       -4.09164       -9.36203       -16.554        2.29157        -1.93616       -2.29157       1.93616        -10.0362       -7.23012       -2.65536       -16.4102       -13.271        -22.0057       -16.0687       -16.6978       -5.45307       -11.1024       
-5.58999       -4.21332       -9.50473       -16.3725       2.33284        -1.88623       -2.33284       1.88623        -9.87776       -7.44513       -2.80521       -16.7137       -13.7974       -21.5274       -16.2043       -16.0313       -5.21208       -11.2176       
-5.49019       -4.34256       -9.59158       -16.1783       2.3762         -1.8313        -2.3762        1.8313         -9.70142       -7.67349       -2.9323        -16.987        -14.2341       -21.0205       -16.2509       -15.3695       -4.94902       -11.3361       
-5.38276       -4.47503       -9.62408       -15.9778       2.42011        -1.77287       -2.42011       1.77287        -9.51159       -7.90757       -3.03289       -17.2253       -14.5768       -20.5022       -16.2153       -14.7303       -4.67137       -11.4533       
-5.26952       -4.60783       -9.60529       -15.7783       2.46356        -1.71198       -2.46356       1.71198        -9.31149       -8.14225       -3.10304       -17.4278       -14.8262       -19.9905       -16.1075       -14.1289       -4.38437       -11.5662       
-5.15159       -4.73932       -9.53904       -15.5873       2.50597        -1.64928       -2.50597       1.64928        -9.10309       -8.37459       -3.13899       -17.5971       -14.9869       -19.5015       -15.9391       -13.5775       -4.09116       -11.6731       
-5.0295        -4.86869       -9.42937       -15.4112       2.54707        -1.58507       -2.54707       1.58507        -8.88735       -8.6032        -3.13741       -17.7374       -15.0655       -19.049        -15.7213       -13.0849       -3.79321       -11.7733       
-4.90335       -4.99571       -9.28015       -15.2554       2.58677        -1.51942       -2.58677       1.51942        -8.66445       -8.82764       -3.09547       -17.8534       -15.0694       -18.6443       -15.4648       -12.6574       -3.49092       -11.8665       
-4.77302       -5.12038       -9.09494       -15.1244       2.62505        -1.45227       -2.62505       1.45227        -8.43414       -9.04794       -3.01084       -17.95         -15.0058       -18.2964       -15.179        -12.2989       -3.18403       -11.9525       
-4.63823       -5.24279       -8.87686       -15.0217       2.66194        -1.38351       -2.66194       1.38351        -8.19596       -9.26425       -2.88165       -18.0312       -14.8816       -18.0121       -14.8721       -12.0121       -2.87208       -12.0313       
-4.49871       -5.36298       -8.62864       -14.9498       2.69741        -1.31301       -2.69741       1.31301        -7.94943       -9.47663       -2.70651       -18.1007       -14.7027       -17.7969       -14.5508       -11.7988       -2.55461       -12.1026       
-4.35429       -5.48089       -8.3526        -14.9106       2.73142        -1.2407        -2.73142       1.2407         -7.69422       -9.68498       -2.48449       -18.161        -14.4738       -17.6548       -14.2207       -11.6602       -2.23138       -12.1664       
-4.20493       -5.5963        -8.05068       -14.9055       2.76388        -1.1666        -2.76388       1.1666         -7.4303        -9.88892       -2.21511       -18.214        -14.1988       -17.5888       -13.8862       -11.597        -1.90254       -12.2221       
-4.05082       -5.70884       -7.72447       -14.9352       2.79465        -1.09083       -2.79465       1.09083        -7.15799       -10.0878       -1.89839       -18.2604       -13.8803       -17.601        -13.5506       -11.61         -1.56868       -12.2694       
-3.89245       -5.81797       -7.37524       -15.0002       2.82357        -1.01364       -2.82357       1.01364        -6.87814       -10.2806       -1.53487       -18.3002       -13.5195       -17.6925       -13.2156       -11.7002       -1.231         -12.3079       
-3.73061       -5.92306       -7.00391       -15.1004       2.85043        -0.935429      -2.85043       0.935429       -6.59215       -10.4663       -1.12571       -18.3326       -13.1165       -17.8637       -12.8821       -11.8683       -0.891281      -12.3372       
-3.56646       -6.02332       -6.61114       -15.2356       2.87506        -0.856758      -2.87506       0.856758       -6.30209       -10.6435       -0.672739      -18.3558       -12.6703       -18.1142       -12.5495       -12.1155       -0.551971      -12.357        
-3.40157       -6.11795       -6.19725       -15.405        2.89727        -0.778364      -2.89727       0.778364       -6.01072       -10.8107       -0.178544      -18.3673       -12.1783       -18.4426       -12.216        -12.4427       -0.216188      -12.3674       
-3.23791       -6.20612       -5.7623        -15.6075       2.91691        -0.701157      -2.91691       0.701157       -5.72154       -10.9665       0.353431       -18.364        -11.6369       -18.8463       -11.878        -12.8511       0.112283       -12.3688       
-3.07791       -6.28701       -5.30607       -15.8416       2.93391        -0.626221      -2.93391       0.626221       -5.4388        -11.1094       0.918794       -18.3419       -11.0412       -19.3214       -11.5309       -13.3414       0.429028       -12.3619       
-2.92435       -6.35989       -4.8281        -16.1052       2.94825        -0.554801      -2.94825       0.554801       -5.16746       -11.2382       1.51211        -18.2965       -10.3853       -19.8626       -11.1683       -13.9139       0.729049       -12.3478       
-2.78044       -6.42411       -4.32775       -16.3955       2.96           -0.488291      -2.96          0.488291       -4.91316       -11.3517       2.12678        -18.2228       -9.66232       -20.4627       -10.7823       -14.5682       1.00683        -12.3283       
-2.6497        -6.47913       -3.80417       -16.7088       2.96928        -0.428214      -2.96928       0.428214       -4.68214       -11.4489       2.75495        -18.1152       -8.86476       -21.1123       -10.3633       -15.3024       1.25642        -12.3053       
-2.53593       -6.5245        -3.25645       -17.0403       2.97632        -0.376197      -2.97632       0.376197       -4.48111       -11.5291       3.38738        -17.9674       -7.98443       -21.7991       -9.90028       -16.1132       1.47153        -12.2815       
-2.44311       -6.55982       -2.68369       -17.3835       2.98136        -0.333934      -2.98136       0.333934       -4.31709       -11.5915       4.01322        -17.7725       -7.01301       -22.5077       -9.38061       -16.9946       1.64562        -12.2594       
-2.37526       -6.58469       -2.08514       -17.73         2.98465        -0.303135      -2.98465       0.303135       -4.19719       -11.6354       4.61987        -17.5228       -5.94238       -23.2184       -8.79014       -17.9372       1.77211        -12.2417       
-2.33616       -6.59866       -1.46041       -18.0685       2.98639        -0.285428      -2.98639       0.285428       -4.1281        -11.6601       5.19264        -17.2101       -4.76549       -23.906        -8.11346       -18.9269       1.84468        -12.231        
-2.32896       -6.60121       -0.809898      -18.3838       2.9867         -0.28217       -2.9867        0.28217        -4.11538       -11.6646       5.71474        -16.8252       -3.47782       -24.5387       -7.33453       -19.9424       1.85802        -12.229        
-2.35521       -6.59189       -0.135418      -18.6564       2.98555        -0.294052      -2.98555       0.294052       -4.16176       -11.6482       6.16753        -16.3601       -2.08018       -25.0765       -6.43837       -20.9526       1.80935        -12.2363       
-2.41332       -6.57084       0.558813       -18.862        2.98284        -0.3204        -2.98284       0.3204         -4.26444       -11.611        6.53244        -15.8098       -0.583616      -25.4722       -5.41481       -21.9142       1.70124        -12.2518       
-2.4964        -6.53972       1.26509        -18.9747       2.97854        -0.358178      -2.97854       0.358178       -4.41125       -11.556        6.79539        -15.1779       0.984353       -25.677        -4.26521       -22.7715       1.54583        -12.2723       
-2.59095       -6.50284       1.97211        -18.9744       2.97304        -0.401324      -2.97304       0.401324       -4.57833       -11.4908       6.95423        -14.4823       2.57648        -25.6553       -3.01001       -23.4664       1.36774        -12.2935       
-2.67901       -6.46706       2.66724        -18.8568       2.96731        -0.441655      -2.96731       0.441655       -4.73393       -11.4276       7.02406        -13.756        4.13378        -25.4028       -1.68958       -23.9576       1.20069        -12.3109       
-2.74396       -6.43977       3.34055        -18.637        2.96272        -0.471495      -2.96272       0.471495       -4.8487        -11.3794       7.034          -13.0372       5.60435        -24.9517       -0.352913      -24.2369       1.07674        -12.3224       
-2.77533       -6.42632       3.98723        -18.3421       2.96038        -0.485936      -2.96038       0.485936       -4.90413       -11.3556       7.01657        -12.3568       6.95782        -24.3567       0.957892       -24.3273       1.01664        -12.3275       
-2.76916       -6.42898       4.60698        -18.0005       2.96085        -0.483094      -2.96085       0.483094       -4.89323       -11.3603       6.99907        -11.7333       8.18548        -23.6745       2.21488        -24.2677       1.02847        -12.3265       
-2.72574       -6.44751       5.20196        -17.6361       2.96404        -0.463116      -2.96404       0.463116       -4.8165        -11.393        7.0012         -11.1737       9.29234        -22.9529       3.40272        -24.0985       1.11157        -12.3193       
-2.64738       -6.48008       5.77521        -17.2668       2.96943        -0.42715       -2.96943       0.42715        -4.67803       -11.4506       7.0361         -10.6781       10.2896        -22.2287       4.51432        -23.8554       1.26084        -12.3049       
-2.53709       -6.52405       6.32977        -16.9052       2.97625        -0.376724      -2.97625       0.376724       -4.48315       -11.5283       7.11229        -10.2428       11.1902        -21.5287       5.54725        -23.5676       1.46936        -12.2817       
-2.39798       -6.57645       6.86825        -16.5601       2.98358        -0.313441      -2.98358       0.313441       -4.23734       -11.6209       7.23508        -9.86196       12.0067        -20.8725       6.50143        -23.2583       1.72982        -12.2478       
-2.23302       -6.63428       7.39274        -16.2376       2.99048        -0.238841      -2.99048       0.238841       -3.94584       -11.7231       7.40761        -9.52938       12.7504        -20.2744       7.37786        -22.9458       2.03511        -12.2008       
-2.0449        -6.69465       7.90465        -15.9415       2.99603        -0.15435       -2.99603       0.15435        -3.61343       -11.8298       7.63146        -9.23885       13.4307        -19.7445       8.17785        -22.6441       2.37863        -12.1385       
-1.83605       -6.75492       8.40478        -15.6744       2.99937        -0.0612505     -2.99937       0.0612505      -3.24438       -11.9362       7.90705        -8.98468       14.0552        -19.29         8.90252        -22.3641       2.75437        -12.0587       
-1.60857       -6.81267       8.89321        -15.4377       2.99974        0.0393298      -2.99974       -0.0393298     -2.84242       -12.0383       8.23393        -8.76193       14.6294        -18.9157       9.55249        -22.1134       3.15706        -11.9596       
-1.36427       -6.86577       9.36928        -15.2317       2.99642        0.146425       -2.99642       -0.146425      -2.41072       -12.1321       8.61096        -8.56654       15.1564        -18.6242       10.1276        -21.8969       3.58213        -11.8393       
-1.10458       -6.9123        9.83154        -15.0563       2.98878        0.259233       -2.98878       -0.259233      -1.95185       -12.2143       9.03637        -8.39538       15.6374        -18.4167       10.6267        -21.7172       4.02571        -11.6959       
-0.830656      -6.95054       10.2777        -14.9101       2.9762         0.3771         -2.9762        -0.3771        -1.46781       -12.2819       9.50773        -8.24623       16.0707        -18.2925       11.0476        -21.574        4.4846         -11.5277       
